collocate,collocate_count,corpus_count,MI
keen,1,29,1.2261686952215995
mildness,1,2,5.084149690349172
refuge,1,6,3.499187189628015
aristides,1,1,6.084149690349171
jealous,2,6,4.499187189628016
proportion,1,5,3.762221595461809
indulgent,1,4,4.084149690349172
judgment,1,9,2.914224688906859
ca,6,129,1.6578849356470735
ha,3,171,0.2512596761844298
loved,2,40,1.7622215954618095
brother,2,59,1.2015066409873303
honour,1,34,0.9966868490988321
bear,2,72,0.9142246889068592
nothing,3,239,-0.23175461691042096
infinite,5,4,6.406077785236533
suffering,1,42,0.6918322675704113
yea,1,6,3.499187189628015
sorrow,5,63,2.4287978617366175
part,4,86,1.6578849356470735
seek,3,12,4.084149690349172
throw,1,16,2.0841496903491716
take,2,240,-0.822740905259347
up,4,619,-1.189645908865093
may,1,227,-1.7423987969417434
get,1,241,-1.8287396458807903
degrees,1,3,4.499187189628016
best,6,112,1.8617572690127235
fire,1,28,1.2767947682915675
dosna,1,1,6.084149690349171
shall,2,173,-0.3504785372875531
forget,1,19,1.836222176905586
true,1,50,0.44029350057444677
want,1,130,-0.938218122679283
tenderness,3,21,3.2767947682915675
dear,3,71,1.5193650715656457
duty,1,30,1.177259094740653
ask,1,59,0.20150664098733034
care,3,89,1.19337876010393
happier,1,3,4.499187189628016
hung,1,17,1.9966868490988319
upon,2,110,0.30278997682451203
girlish,2,2,6.084149690349171
vanity,2,17,2.996686849098832
tears,1,55,0.30278997682451203
morning,1,178,-1.3915837406172265
work,1,256,-1.9158503096508286
hands,2,122,0.15341235278628526
money,4,82,1.7265976857310879
nayther,2,5,4.762221595461809
on'y,1,18,1.914224688906859
theirselves,1,4,4.084149690349172
places,1,22,1.624718071711874
both,2,64,1.0841496903491714
gells,1,11,2.6247180717118743
once,4,113,1.2639707279339838
fancy,1,15,2.177259094740653
serious,1,25,1.4402935005744468
possibly,1,10,2.762221595461809
behave,1,10,2.762221595461809
falling,1,18,1.914224688906859
girl,1,43,0.6578849356470736
really,3,60,1.7622215954618095
fallen,1,20,1.7622215954618095
sensible,2,16,3.084149690349171
most,1,108,-0.6707378118142969
nay,2,126,0.10686976684925494
rounded,1,8,3.084149690349171
scattered,1,9,2.914224688906859
through,4,144,0.9142246889068592
moves,1,4,4.084149690349172
far,2,97,0.4842368481620437
off,1,205,-1.5953304091562746
mighty,1,8,3.084149690349171
near,1,90,-0.4077034059805032
appearance,1,14,2.2767947682915675
knowledge,3,38,2.4211846776267416
called,1,56,0.2767947682915674
frankly,1,1,6.084149690349171
mystery,1,13,2.383709972208079
deeply,2,8,4.084149690349172
touching,1,6,3.499187189628015
spring,1,17,1.9966868490988319
lay,1,87,-0.3587938054995567
things,3,239,-0.23175461691042096
inwrought,1,2,5.084149690349172
enthusiasm,1,6,3.499187189628015
waited,1,14,2.2767947682915675
content,1,17,1.9966868490988319
speak,3,127,0.6804275042981619
down,1,322,-2.2467671877654456
wife,1,79,-0.21963105782793138
midst,1,16,2.0841496903491716
attachment,1,1,6.084149690349171
asked,1,39,0.7987474714869232
past,1,73,-0.1056748685308458
undone,1,4,4.084149690349172
known,1,62,0.12995337996229628
quiet,1,54,0.32926218818570296
liking,1,13,2.383709972208079
hidden,1,17,1.9966868490988319
even,2,139,-0.03479138237433601
delights,1,4,4.084149690349172
pouting,1,7,3.2767947682915675
childish,1,13,2.383709972208079
